group_id,分类,分类中文,日文母故事名,网站显示文本,子剧情数量,出现次数,source_sha256,children_sha256
sticker:7fe9d719cc7c2264,シール図鑑,贴纸图鉴,#182 佐鳥かごめ,#182 佐鸟笼目,1,1,7fe9d719cc7c22648ee60f35bbe5ba0cdfcca4e94135b71fd1973723d458b381,b21e45ff0fae558de0a13d3c2bb7394156112bd76f6fcb5d974c73daf0972249
sticker:4aae7376ce110b6a,シール図鑑,贴纸图鉴,#183 藍家ひめな,#183 蓝家姬奈,1,1,4aae7376ce110b6ae6a3dcac059ed08629e7f1308a1759271e059a593f3d7723,33a7c5a9497446c2b35761bfcfa821afaf183f917a50443cd61403722e70e625
sticker:4c5bed4d70b15f33,シール図鑑,贴纸图鉴,#184 氷室ラビ,#184 冰室拉比,1,1,4c5bed4d70b15f33413be43f4b68f44133dde41610a17763d19bbac10d5d205f,5c98df3ae340f9e4a4856139b475a4f2b4494b2aafc5b700476b9afe34c8043b
sticker:72e490a34c7583f9,シール図鑑,贴纸图鉴,#185 有愛うらら,#185 有爱丽,1,1,72e490a34c7583f9421a0375a8105debf8bc7af0197c074a0e7fb2efe0323bca,ee9a90b2e0285368a83300365a11b8607a5a07698e4d0a6595d8d4573dac3c0e
sticker:fea01734e9dec12f,シール図鑑,贴纸图鉴,#186 真井あかり,#186 真井灯,1,1,fea01734e9dec12fc638ba4acb6f64e3161537345e3ccea79cb0db221f75042c,d01405876cb00daa4ef4580f9031cd257531f4ad1e6ac0de2c9c9ba31f6edc96
sticker:c2c48d34407e25f1,シール図鑑,贴纸图鉴,#187 常闇仮面,#187 常暗仮面,1,1,c2c48d34407e25f100015e89957eda99400db4a04c8830b918fb454de5cec7c8,cf0de36413cd3d99ee05e96e0428e94e3636d9e656dcd6a05706c74c3abc5c30
sticker:92c704aa18d095af,シール図鑑,贴纸图鉴,#188 常闇淑女,#188 常暗淑女,1,1,92c704aa18d095aff246bc9c0a36361e2bf2c48e4c55160748799814db207f5d,079f6f65a1101839feb7600299fb595667d25cf4d0f962470bc82bbbef06ced6
sticker:f25250bb04ddee90,シール図鑑,贴纸图鉴,#189 キモチ ラビ,#189 心魔 ラビ,1,1,f25250bb04ddee90c956a4a60b223ce6930f1cb81c4bdf55b8586ca32c4c036e,f4bbc10ea8d6402efdc0ace4fc7adfa3628d1b8aec144a4cdf15a1031f48f439
sticker:183bb04331db7cc3,シール図鑑,贴纸图鉴,#190 瀬奈みこと,#190 濑奈命,1,1,183bb04331db7cc36a168c8ab8296808f895f7bc89283b874d8ce794dd0beef5,fe9846c80b8b45df640efc266bb00660a265b57450d0cab0cc8b1d230ef59212
sticker:7f626230c567f601,シール図鑑,贴纸图鉴,#191 ∞いろは,#191 ∞彩羽,1,1,7f626230c567f60114004d6225cb176cb9b5c2752d26458e8bd58c83306b3632,7299203ae9068dbf8447356f8ec3fe36ffe8a3bae16fda1ede823e46bb496c61
sticker:45c004253b9c564d,シール図鑑,贴纸图鉴,#192 環いろは アニメver.,#192 环彩羽 アニメver.,1,1,45c004253b9c564d81bd19f88f75f8636340eeb1f3a5488f231ad749c0e538a2,dec0aac21fe917524c0c30d573bb115851684fa43f537ae121cb61bed9e0c72f
sticker:8ec8ea190cbec1c3,シール図鑑,贴纸图鉴,#193 七海やちよ アニメver.(武器あり),#193 七海八千代 アニメver.(武器あり),1,1,8ec8ea190cbec1c3df215c98b3a3b3c2a550a705f5435516df42450f26ca0aa7,400b99259394cc3f1bffb47f7c3249227e6a3326372bd254d8a0dbfd0fe08af7
sticker:f539d2e59a9510b2,シール図鑑,贴纸图鉴,#194 水波レナ アニメver.,#194 水波玲奈 アニメver.,1,1,f539d2e59a9510b23adf436d66e368377b82ccec9c263bcb1a19de19bdd171e6,b98ed8a259824f3018e44c93b99bd3765f07673f07bfe3d743f9d0a21bd1b2e6
sticker:d0a68477cbcf3215,シール図鑑,贴纸图鉴,#195 ウワサの鶴乃 アニメver.,#195 传闻鹤乃 アニメver.,1,1,d0a68477cbcf32159f5f8a251807757728b5b8116f81175b349b6aeec71f77e8,09d24259fed9902f6ed731e4d6303cd7f40d49ba316b56d61eb1a0d4787f2c28
sticker:4dbabc836c606783,シール図鑑,贴纸图鉴,#196 Final 織莉子,#196 Final 織莉子,1,1,4dbabc836c606783fb40a37a8186a849a25d71077083095e41c36f3c18091558,8b624fc623e2c9c9995a6e06c63aaaaff2d64b6c0e062ce332dc4dfa31988612
sticker:e06a0d6117ccb4e8,シール図鑑,贴纸图鉴,#197 暁美ほむら 晴着ver.,#197 晓美焰 盛装ver.,1,1,e06a0d6117ccb4e8f15f667987598686da17269c5d133e704aa1d2a4e2407cc2,ee63fde21969dba20ad5f5ce57844dc064358bce6c682b658cb4860326f97e2a
sticker:7e188444bbd1ad7a,シール図鑑,贴纸图鉴,#198 佐和月出里 バレンタインver.,#198 佐和月出里 情人节ver.,1,1,7e188444bbd1ad7abf55d08789f7dd363e229f9e46b281139237929de3b91804,819c12156b9fa11a6fba1b31e0211c7346a23296f242c867348e041e6b3502ed
sticker:812ae47b057c5cfa,シール図鑑,贴纸图鉴,#199 水名露,#199 水名露,1,1,812ae47b057c5cfa2e23cf1f3677f3a9f1a3b3b2a318a4b208890b992e7d33d6,7d68050d502d8199d75d7d2eb71bc3487bd09ffeb25595ec1909650025255b93
sticker:831242612e6cc293,シール図鑑,贴纸图鉴,#200 千鶴,#200 千鹤,1,1,831242612e6cc29349b99e59ecd3dceaa46477da0b3fcd8a447976b14b3e543c,c94ea22d5ffc8a222933fba11cf7733f952302973cf84244e56d28556098667b
sticker:660ea97e07ed1714,シール図鑑,贴纸图鉴,#201 エボニー,#201 埃博妮,1,1,660ea97e07ed1714d512997349f38f3130efe15993cd411df9718f29c469d908,f449bf0dda01e9528b767dcbce6f5e778c7c55d156208a1792c0412ee38cdb9d
sticker:fe05decaa4549426,シール図鑑,贴纸图鉴,#202 くろ,#202 小黑,1,1,fe05decaa4549426d64305e8f3a70b748f0795b32b3b1dd7b78904be8fe7f24d,04db8c75b9f8b5b38e12b3b14877aa78daada17bea98df10dd5d030145bc76b9
sticker:453c089556e4bfd7,シール図鑑,贴纸图鉴,#203 無限大いろはちゃん,#203 无限大小彩羽,1,1,453c089556e4bfd70aadb9053520eed540f0b0d2bd05a511d10ca705c57b0f7c,d357ebe7a44b58f9418d67a7c1792e18d4beda23bd7c5771a3ebc977871a6c62
sticker:f054c8f5dd7d1756,シール図鑑,贴纸图鉴,#204 オルガ,#204 奥尔加,1,1,f054c8f5dd7d1756636b872498953354db6a281fb7e4069111cc050c5d91cb0c,656daa238a5fd149312d975dbe996afc14ce3a1c8bb3dddc101c5b4302b3256f
sticker:15e7d827350ab361,シール図鑑,贴纸图鉴,#205 ガンヒルト,#205 冈希尔德,1,1,15e7d827350ab3610efebf7b24aa1b17ead1fa8f8028fb929b86b2e3406137ee,70403945cd6e1acbc107deaa1e5f03a326a205412f454b9821f58e566de960f0
sticker:6ab1a0befc13c019,シール図鑑,贴纸图鉴,#206 ヘルカ,#206 赫露迦,1,1,6ab1a0befc13c019524e63a01774197e358eec4fca84df70bc9ce739e6f2bc0c,78e3b85353936580bf2010aa0bc5911af0538515c04881da87f767831a093d61
sticker:5d37cd8637da59f2,シール図鑑,贴纸图鉴,#207 まさら・こころ 花嫁ver.,#207 まさら・こころ 花嫁ver.,1,1,5d37cd8637da59f28c756a579006332c1f1b7b7fa62debcf85e5c32584b53c4a,f1f232b9a089125d11ebe93f7e98c86243543eb98c8821e0ac6ec6371bee3a84
sticker:b3cbb8701ccd21d6,シール図鑑,贴纸图鉴,#208 トヨ,#208 台与,1,1,b3cbb8701ccd21d6fd58694d09892ce1f1f1f2d67043415909f3b5257a950d1f,1001f66020b767b7c7224aaa94c0985244078315565cbc1e301cae772a60dbc8
sticker:0138090d22b28f76,シール図鑑,贴纸图鉴,#209 百江なぎさ 水着ver.,#209 百江渚 泳装ver.,1,1,0138090d22b28f76fa0beb58228206638d27a1fcff451b33fb205717c6326b9b,635d2ad4ecb58e4b48d4f66f3f64aa931e408ddcb4bcaf11f78bf67da799213c
sticker:dfbd92c8eccdd641,シール図鑑,贴纸图鉴,#210 アマリュリス,#210 阿玛琉莉丝,1,1,dfbd92c8eccdd64106c8947a0fccb6f66c7012b87c23d19cb75307ebb6ea5e00,cf2a742c81495498ce032ab92d7af7509c3ddcb0a76699cdef3c3c33f7d2f2e3
sticker:4d090224d40cbd58,シール図鑑,贴纸图鉴,#211 佐鳥かごめ 百鬼夜行ver.,#211 佐鸟笼目 百鬼夜行ver.,1,1,4d090224d40cbd584f0fca87b3bdbdc95845e2663cc89ec7e2c32524996e2934,5cf48a33a15c618e3fea750e86b2fb638cf90913529092bed0274569ab8b3325
sticker:625e9c4cba6bb0fb,シール図鑑,贴纸图鉴,#212 七海やちよ ヒストリアver.,#212 七海八千代 历史篇ver.,1,1,625e9c4cba6bb0fbc29116573a9bf97e3ccbeae4647789b65cb33aa28088f52a,75c767ecfc1b2bdfbbfe1ce0784aedd934330b37189c2732c013cc4fc53d502a
sticker:bd9bdca4d8a406f1,シール図鑑,贴纸图鉴,#213 悪魔ほむら,#213 恶魔焰,1,1,bd9bdca4d8a406f17a18c3e2b0544f95c6a32c7a91c6e19b9046a491283c1bbf,04940f1e0208abfb9153231a88ab0713d69f178ee6e93a3358f265b343b82191
sticker:656d03946fd26bb1,シール図鑑,贴纸图鉴,#214 伊並満,#214 伊并满,1,1,656d03946fd26bb16a2b283768a17cfac2865767d788b059ebde0565597db332,24e60877a2912733b968c8d3f937ca0a1f6a136558ef687bd85cc1beebb325cf
sticker:68c5843671738398,シール図鑑,贴纸图鉴,#215 愛生まばゆ,#215 爱生眩,1,1,68c58436717383984bf9a6f825ac56739ca2d853aa84131fb6490dcb30dc2948,e28ed59a24f52ba8f49749df596f243da866377ac1ba602a2666a6257f7beb4f
sticker:d26e2e71f1d97786,シール図鑑,贴纸图鉴,#216 鹿目まどか scene0 ver.,#216 鹿目圆 scene0 ver.,1,1,d26e2e71f1d97786ffcce041d68c844b4267a448e72043707b728e6c85291028,29d5f7162594b4dc5dfd867f1fc77bc7b2931cefdc81994a62277079e9564f35
sticker:0ea8bc9029a68e0a,シール図鑑,贴纸图鉴,#217 結菜・樹里 ヴァンパイアver.,#217 結菜・樹里 ヴァンパイアver.,1,1,0ea8bc9029a68e0a201f7a8a03b856d96d0dcc809e89a6c462f2b0e97c68af88,317a57a3b812d8ee55f62570b63d1eff7347729bfc89796833c25061e64fdb77
sticker:5c6f739b2352a323,シール図鑑,贴纸图鉴,#218 暁美ほむら scene0 ver.,#218 晓美焰 scene0 ver.,1,1,5c6f739b2352a3236530e169597eae355eea5b5842471a4176a5438801d2dbdc,1ab8b1846812fa65a63f243e05865e28b8efcbfd2b2bfea0ae109696e870ddcf
sticker:34e7fe79668abf2d,シール図鑑,贴纸图鉴,#219 佐倉杏子 scene0 ver.,#219 佐仓杏子 scene0 ver.,1,1,34e7fe79668abf2d602bd9a018cc968c0cb036833b623586e3401444367c751a,97c8b934e13953ca2be941deb2ffe45070deafb2cc3f35431f2a21e03f5c2585
sticker:de4ad161ed5cdc7b,シール図鑑,贴纸图鉴,#220 美樹さやか scene0 ver.,#220 美树沙耶香 scene0 ver.,1,1,de4ad161ed5cdc7bc5dfc0efdf4b935380aa33f284a7d81548915561ae316093,82fdaf924c082ed393538a6f7e02eb5ea385dc17dc175a9f09d4b3b850608376
sticker:87b43386b130d0f0,シール図鑑,贴纸图鉴,#221 ウワサのみこと,#221 谣命,1,1,87b43386b130d0f09bf79cdd3f4318556c40f153abd4a2a8ba317a004caf7465,e49d970ce20551330e92c079e19415f957ed149d619314855fa7a2c4a7ad0408
sticker:ea6c73f1f0108de2,シール図鑑,贴纸图鉴,#222 竜城明日香 新春龍神ver,#222 龙城明日香 新春日龍神ver,1,1,ea6c73f1f0108de2d38aeadec1fdc24e58c0ef226a2f339ac8ac09289644974a,1770c5ab945d0a61b90d9b3a9a4748ead22e749abdb7c4346561c016f17bf50b
sticker:8911aa56eea46495,シール図鑑,贴纸图鉴,#223 巴マミ scene0 ver.,#223 巴麻美 scene0 ver.,1,1,8911aa56eea4649556b62734bdd47c4a58efbddd6db4cd51d90deba78973a561,2bdb161a1f5e54d91b41bc6232fb36fe4322d9b8146835917c738fae0058b48c
sticker:79c824e27ba505c6,シール図鑑,贴纸图鉴,#224 れいら・せいか,#224 れいら・せいか,1,1,79c824e27ba505c65edeede2496533976e242c61887486c3e1cd0e40b3d58e86,5a620aefa6ac1fe9850d9f602fd55a9847df1b23047559fc56c79a96b57a7d26
sticker:a94957753717c63e,シール図鑑,贴纸图鉴,#225 まどか先輩・いろはちゃん,#225 まどか先輩・いろはちゃん,1,1,a94957753717c63e168560902ccd715cba350f562eef2615efcd3e4e5e50226a,75207bdc010959a440779f36521d76e73953d7075978b3e6d02733c495932229
sticker:70c3acd0720d9531,シール図鑑,贴纸图鉴,#226 ユゥ,#226 夕,1,1,70c3acd0720d95311fcee08c2fc04e6def36fb34454349ef1dd3dcbd45eec18e,7339335cabc62f01b2e0e0dc4ad541193b33dfbf0d81a5d3afb1b23eb219ec11
sticker:9344baa766552b17,シール図鑑,贴纸图鉴,#227 シィ,#227 思,1,1,9344baa766552b17f1e1fbf2fcffe941e2f8a00f9e34d560b84c2bdbd0b86f21,36ac10f677250d2cc314b7e3b6374997010798439192d7d19fffe9214992df74
sticker:6b4a465f7dcdf0f7,シール図鑑,贴纸图鉴,#228 いろは・黒江,#228 いろは・黒江,1,1,6b4a465f7dcdf0f71563b724448fb8b4df44d01f75acc5805c7d99856aad02b9,1b4a2cdf7fdb9697d58deadd96b96453bb6a29afe6b57a241259874ec5225ce3
special:c540984f76ab4127,スペシャル,特别故事,Kamihama Kawaii Collection Ep.1(英語版),Kamihama Kawaii Collection Ep.1(英語版),1,6,c540984f76ab4127e30c254d63eb46a82aa78395c53b5fb884bc52db736d01f3,175ac5f9c68671c4e09fb62c24bd601ba0cbfed60d78b99b671b0ef168958748
special:4cf12e7ffa1ab356,スペシャル,特别故事,お月見はゆらねむパジャマパーティー,睡眼朦胧的睡衣赏月派对,10,24,4cf12e7ffa1ab356a54f9d0f3b79ece3e0a2e4543e9d4e32c7d4ca17441f5940,149039c9d7717ae7cd626cd049a48ce0eebda8b33ac1cd3c941e8277afa9f78d
special:905f683472a380e7,スペシャル,特别故事,お願い！水名のかみさま！,お願い！水名のかみさま！,7,9,905f683472a380e7f021af13a353d48ca2f42c79dfe43744da95edcb26a44844,814f3ecc71e0276b715177b7116f4e7c77ec2004f5e74fba46f8fbfb46a24c21
special:f36bdb58f546d994,スペシャル,特别故事,ことし1番のあったかい日,こ与し1番的あったかい日,2,5,f36bdb58f546d994eeac357f807de4aae9ffc77446bb5e22636d585ccbac9835,90762e86c8a6f1edffa16679602622f906dbc68aa08de7428cb4950bc42cd33e
special:7864abcb0512c5f1,スペシャル,特别故事,それぞれの福袋ドリーム,それぞれ的福袋梦想,7,9,7864abcb0512c5f198fdb05699f0c8cad52b3c40acd39b40814771022c2b7581,c473ed490b5223daca17535d70b2bf8365ff4f6f562804bc010d001343cb1321
special:60e49507c7057310,スペシャル,特别故事,ちょこっと伝える「ありがとう」,ちょこっ与伝える「谢谢」,1,2,60e49507c7057310562f641f5578f0e68a72cca32cfa0a21bc11657ba02fbf80,02344df8ee68234d8e8e529674e52d2f404a2727a1ea49ba862662d222545f70
special:290249ff3fef2791,スペシャル,特别故事,みかづき荘の平和な1日,みかづき荘的平和な1日,8,9,290249ff3fef2791b9f5763f63af8b77d387214a1ff0809ec437ea41a0188030,64d4021555ee05e5813f18cd38262784a83ffc2c5f7f2e6c2bf99465d04feb93
special:fc0bdda0bbb0441d,スペシャル,特别故事,みたまの撮影会 前編 2018 エイプリルフール,御魂 的撮影会 前篇 2018 エイプリルフール,1,3,fc0bdda0bbb0441de11115d9ec3405480ec7ddf9981bebdf3ed3e25175cad933,32a148fd18db8bdc32fdda734bebf75286a06e298b20dfccd5a9921042469e9f
special:4f309bcb8702098b,スペシャル,特别故事,みたまの撮影会 後編 2018 エイプリルフール,御魂 的撮影会 后篇 2018 エイプリルフール,1,6,4f309bcb8702098b80dadbc8ab22df200e191b2ecc9a5ddaa2f2968dbb6fdfa9,498a84b3339dae795a0dff88f7211b20a996c86f95ac977be3b72ba4c406631a
special:0dcd5b7c9ad7319c,スペシャル,特别故事,イチカレーと10辛級のクライシス,イチカレー与10辛級的クライシス,9,29,0dcd5b7c9ad7319c6f8a41561a5f8f22c016759b9118ba94ee5ebf59f4c59a09,8a4004487ebd87d1afe1224bfa9c59ff60b2ec2533097cb1f1e79116ce98a756
special:01003232eb9f1be6,スペシャル,特别故事,ウォーミングバレンタイン,ウォーミング情人节,10,20,01003232eb9f1be621d371bc6e485e1aae4148dcdedf35de77fa1c80ec74dbdc,5f8e710b971600c04edfed3503ba3e059b84bbf0bc4084c41230ccd433c84326
special:5ab304445a79a654,スペシャル,特别故事,サンタクロースには涙を見せない,サンタクロース于涙見せない,1,1,5ab304445a79a654a68018ffc38d81b31614c491e282c81c64bf3919db1a0e94,718fbed34db8c07605a3e8391d2d93ee354026b8a4637ab6cca405845bad7ab1
special:8a4759b60811ebd0,スペシャル,特别故事,センチメンタルを見つめて,请看着这多愁善感的心,10,26,8a4759b60811ebd0a2c3bfbbbc64ed359034f835bbe89104fc6a12a70a1dc19f,3ac3bbb9e3f9e9ea4a7d7010875e49165074623da80d0e53b78c90130b811023
special:ae714699be0151d4,スペシャル,特别故事,ドキドキ!パレンタインデイズ,ドキドキ!パレンタインデイズ,6,8,ae714699be0151d4cb7beba60b872055a5f9ca4ef0a0634705740b8a04a0fc54,c012eefe72411e1bfb29e6ea585f8ae6592929eefd73632d2c99dae8c69bbe04
special:06fcd0b57e49fbdd,スペシャル,特别故事,バレンタインエール,情人节エール,1,1,06fcd0b57e49fbdd61221f80ccbef8db6d1eb8e1857ffa1c797f2e85b822a50c,464d99e50f3ae4f241db801b8164f925303558e834b32238316b9ad42231dfb4
special:97bf4307c8a52a27,スペシャル,特别故事,ホリデーにゃぷらいず！,ホリデーにゃぷらいず！,7,8,97bf4307c8a52a2773ec15f5f27d4ce58e24e38ead2e9fd5df01743c74791c20,929355be2e82aec9587def75751d6038761f007701d50c903d1d5e2bae77ecd3
special:e1df0ceba1a6511c,スペシャル,特别故事,ミラーズインタビュー,镜层インタビュー,2,16,e1df0ceba1a6511c11c82d6ec326a5ef3a39bfcbd60da1f233404775588f3f7d,5aeaae6701cfe5ca148bbccca4c67cb0463434ed085ca7865ba1fd4e4caf52c8
special:613b882d4c64e0c9,スペシャル,特别故事,メリークリスマスはみんなの手に,メリー圣诞节みんな的手于,1,5,613b882d4c64e0c9d0e068a081a8b7fda4c4719d2342391e568ccb9553e7127c,003af28453ba6b20ca407f15e8f0911bb94f866073c4917d48ef81cb61ff352b
special:0585b32c4f3725d9,スペシャル,特别故事,レジストする者たちに祝福を,レジストする者们于祝福,1,2,0585b32c4f3725d95da1bc907d88970d008b81beace21b5d13f067e12b05b27b,5a21c2290742416377dd39589657c8f3217cd547d9f77ea183239f357a665c99
special:bdc2ddb284a1fca1,スペシャル,特别故事,主役はいつだって私！,主役はいつだって私！,6,9,bdc2ddb284a1fca13a8521ac9adf6c63d5d7ed2a2318d25566e26c151cf26566,21433a9140dccbccb95f04bf2fa48650de062fe2b8bf4ad98da9432cef8fe48a
special:f80bb2bfc0ad044e,スペシャル,特别故事,双子サンタのイリュージョン,双子サンタ的イリュージョン,1,1,f80bb2bfc0ad044eebbbe3d081a48d853fe45876f2a279f5c4ac962f633a43e7,4bb8ca2fd4a2f4788613b69ef4bc6acb00423471423d323edb9b0302f90211ac
special:6e741538dfcd7d5f,スペシャル,特别故事,大凶は雪解けの予感,大凶雪解け的予感,7,13,6e741538dfcd7d5f40e09da7cb5042b0e82229adb2a9145c59c8c19e356217cb,14d7e28223883737e1266eb0f84a4fcee1231c8a9cb380db423583e6d7304264
special:cf69bd776a81ce28,スペシャル,特别故事,女神様と不思議なレコード,女神様与不思議な纪录,1,1,cf69bd776a81ce2857e0b73d4a427c3b12f452e5886f15dfec1e586da7031f57,877a418ab4c4c47abeb458deee4fe0b023928eb031336b3810a5b52b3c573682
special:6e6f259068c271c6,スペシャル,特别故事,女神様と見守るレコード,女神様与見守る纪录,1,1,6e6f259068c271c698ebfd9c8a7faa79ad602f1f1a25e3e134d5e2ff44addcba,e6ebb2fac59621f78918d87ae9c2ef0ecca9214a6974347ed8ee425d0403b0e9
special:36cf3f2c26059048,スペシャル,特别故事,心は一年一万年,心一年一万年,1,17,36cf3f2c260590488b7bc7b8296847fe14f16444f3ae9f684b3b5ac4bb54d38c,67a3be85e5ab0bf3f3831ddc19053b99f05ddc9eafa692e7f0944547085350e7
special:fec06cb46b26bc60,スペシャル,特别故事,想いを包んでバレンタイン！,想いを包んでバレンタイン！,1,4,fec06cb46b26bc6029231d22e6dab9f8f8f786ce92359c44cd9aa2246f331f5e,de85c8da203c14c867b22e4d25662c7bb2287a03faf5eaaf91eec6c290a4d679
special:def40a730633c536,スペシャル,特别故事,愉快なハロウィンへご招待！,愉快なハロウィンへご招待！,1,8,def40a730633c5366250d2a2d3736db61cabcd60a0e9f5a48ad1f2b9f36ff522,674b8cbaad8adfc8af3bdddad95508e5478160a857bba11a0e9f0339d8cbb901
special:cdf9b14bd89f6f35,スペシャル,特别故事,新たな年の風を感じて,新たな年的風感じて,7,7,cdf9b14bd89f6f3592d632cbffe20a18063755972445b42ed4b3de96270116c6,39489881cc6f3cda1e83600576334e817cb1ff6f3839bad7d528788b4e3c35bd
special:7301a29e12bd2881,スペシャル,特别故事,新春ラッキードリーム,新春日ラッキー梦想,7,7,7301a29e12bd28815a88566bf5409f31087df5e8e519465b66875ca6f4670d0b,9dceb50696dd4bdbe53955dd2adbbd20442966889077edea98b001f667647067
special:b0ec733ef93d3aa0,スペシャル,特别故事,新春！もちもちお餅大会！,新春！もちもちお餅大会！,7,16,b0ec733ef93d3aa0419270847f4d0ce1773d8dc2044c9e0a96017e52d4e97ba1,2b2841ade6dd01e312940a0fd35ac6fe8da9041bee4f2ba01c3d5dcd1c3375f6
special:2e7c78288892181d,スペシャル,特别故事,未来への装関関係,未来向的装関関係,3,19,2e7c78288892181decc104f22dac1ad0a174d10c946fe8e0df8de2d78dd35ffa,7191d9a3b646788d411e3e7d77189f16eb29b7b856ca1f081ee156121a530dc0
special:3d5b8a87b4508d69,スペシャル,特别故事,極彩色のキセキ,極彩色的キセキ,1,13,3d5b8a87b4508d69ca92aae43576a097e8baadd231bb3d9e33c6f4309d1a4d6c,91e002b259ee7eafd0c46df1ae785c236a18aa6f2d916ba90fac70e36d4883b3
special:0d68d13982690d0c,スペシャル,特别故事,楽しい手作りひな祭り,楽しい手作りひな祭典り,1,6,0d68d13982690d0cfcc3c58f7431d751fd9f4e1b876e6faa19704c5ce6a68297,c6bcf6cfe77509600708d8af7fbe22863645a947f588596ef64a359bef6d290f
special:04a565c865e1f685,スペシャル,特别故事,正直になりたい神楽燦,神乐灿想变得坦率,10,24,04a565c865e1f6859cd0cf2773ce067f7a4b479a24ef9e678d4930ce028ed10e,525f92673a2a89663c6d3cd9ac6318c5ffa56fb6297d7b804a694bae63053739
special:f210469a09d86bf0,スペシャル,特别故事,海は時をつないで,海時つないで,1,3,f210469a09d86bf0963fb273cbfcbe78fa9aab1acff43be959422279955d826b,181272d6a1c8232d3aaba0a828b373f9696d9854621190101d1b08b6a00a6060
special:6ac5d4acbade5e13,スペシャル,特别故事,環になって神浜,環于なって神滨,1,31,6ac5d4acbade5e13de2f59cfa99d8799a5edf82c145f12546f4890c35c3ef089,0dd8caa820d4e9847ed48cdc72824a06d3f9158b544697958d618756ebb0510b
special:d37aebb735518ef2,スペシャル,特别故事,神浜KAWAIIコレクション,神滨KAWAII收藏,1,8,d37aebb735518ef22b0dcec881e4b404ad8bc6cfc87bb7da9fdd1d7f7a54bea8,969ec6910a01107f7045f9ca619cc41d7528f90106724cd8a7d77db984448743
special:1939176dba725003,スペシャル,特别故事,神浜しあわせ宅配便,神滨しあわせ配送便,1,8,1939176dba7250039131ac797769055e3d7f8ed1e7d0353f8cbbe5acbcb33238,f7b722554e113cfe903588d512f5dde44b1232579725aaeb0d8f3661c841d64e
special:77aa76f9091fa65f,スペシャル,特别故事,神浜チョコレートガールズ,神滨チョコレートガールズ,1,9,77aa76f9091fa65f7b0d9ab6f0c5d53794ac264cd7d21b368f8baad314793af4,cbd867f7c13ad6a9f5b623de72f427d9525cda332a378b691b3035dec98e8394
special:9831357056a9402d,スペシャル,特别故事,笑顔の？ハロウィンライブショー！,笑顔の？ハロウィンライブショー！,1,4,9831357056a9402d0be8746e195b49c68217374e8fdd7ca212ca82c4758944f4,3a07c83d7e57d4bb175f677d1828d0f8f9656478197d31a5aeeb047022595d86
special:90fa152e9b89856f,スペシャル,特别故事,笑顔をお届け!トナカイサンタ!,笑顔お届け!トナカイサンタ!,1,3,90fa152e9b89856f51900564ef95c0ead21832bb974767e07e39777c5a4a0fbb,90c0a53e9bee38b6381e7974f8d7334ed9c2d9e83fcc9ce62e88a6a4a4e2acfb
special:2d6e1e1aac31bfa6,スペシャル,特别故事,筆染め掲げる今年の抱負！,筆染め掲げる今年の抱負！,7,7,2d6e1e1aac31bfa689dd52b75065c94b057a1be33b1993d51fd545ea5c18159e,a98c7b6920071d9cec5ecc46885fcd69011ec6fc2477eecf6a8ce7eeb81dc2b4
special:e28d335d1246b56b,スペシャル,特别故事,素直になれない14日,素直于なれない14日,1,2,e28d335d1246b56bdd6217f32ad69b27544507df1cc3b51a12077510460bf5b7,2591cc48e048fca7c007239ca5169d2ba1bf87d268f89e9af052e2f5ea94114d
special:6037248bcb5d4546,スペシャル,特别故事,行かないでバレンタイン,行かないで情人节,1,1,6037248bcb5d4546531c9fa48e3d96c306e64204a743505cc1ef7fcf7d67349c,dd5cd35c04dfd7160a7a4fb5ce7c652e69ca4584b9f57006b6bc0f91e9def1b1
battle-museum:83e4b8f12f7d5681,バトルミュージアム,战斗博物馆,プロローグ,序章,1,8,83e4b8f12f7d56818d7e22ff1c364d9dc03e3237f5510b454103dd7a89251557,2bc8a40b6938edebb60923a91941721fad684079aeede2394a546cb683a8ec73
battle-museum:b68555b5dac03885,バトルミュージアム,战斗博物馆,五十鈴れんの「記憶」,五十铃怜的「记忆」,4,8,b68555b5dac0388597f8557a3c6c595a805cde4eb725b0b0e83b0a5c9599c8c9,eb0140049fab14cd32b4fb0b3b9840e49b959786bf3195b7d0998cf0f7f73095
battle-museum:4f4abe75254594e7,バトルミュージアム,战斗博物馆,佐和月出里の「記憶」,佐和月出里的「记忆」,4,6,4f4abe75254594e7dc146b861914bc4fffc6aba5dffb63f8a4029fbd75dd1094,cc537b54700a51ebbd160d09ac76cc98b0cd760da56a35c8d2d6162d3d70f87c
battle-museum:a777955b095e8195,バトルミュージアム,战斗博物馆,和泉十七夜の「記憶」,和泉十七夜的「记忆」,4,9,a777955b095e8195388da6e309d42a63c39014513045b1b81c8bc043ff0723b5,ab173f887e8e0b38344e1144272c20393195fd2fcbc7707a4de2ce446d729262
battle-museum:33c6137298840b05,バトルミュージアム,战斗博物馆,常盤ななかの「記憶」,常盘七香的「记忆」,4,6,33c6137298840b05170af9d50f81184243d17a868d14ee39bc3521a333903489,b3b501a48b8fe42d7c12b36bb458f5c5946cd1fb1f135b4d9927f0dfb02fdac0
