group_id,分类,分类中文,日文母故事名,网站显示文本,子剧情数量,出现次数,source_sha256,children_sha256
scene0:f6076cb7f768a1e2,scene0,scene0,(DAY.10),(第10天),1,1,f6076cb7f768a1e29bf3d291793a4dcc504a93585a81481008520b0c752ca8b6,8026bc4a7f2b6a67d3aa15eb280a41b90e663def16547397525e99138bd03aa0
scene0:327798fc9d2c8fe5,scene0,scene0,Film.0,Film.0,6,16,327798fc9d2c8fe59b391cea2c5c6545a08cebbd849fd452bd3cb34b0dbb5bea,e2704016c32fbc1af887b68fbeb2bd25e472dff562e28a2bde750eb18bbb9859
scene0:f85e265ca896933c,scene0,scene0,Film.1,Film.1,13,34,f85e265ca896933c597f1064d676e95f22e92408aa12cf2e07d0f57ac5d3128d,05c9443ffbf02fd07e7fff9fa82327b4c33d5594916d60af8531e12accbd2913
scene0:2d0021c5fed97045,scene0,scene0,Film.1 DAY.1(2回目),Film.1 第1天(第二次),1,3,2d0021c5fed97045c247254bbdf1371e9fd3e0c39b8854e255dbfc90fcb17aa9,dd5116a02941563e32260eba217a4539bae45d718735608d00f96072213b45d8
scene0:d86adc583d1fb4d8,scene0,scene0,Film.1 MT,Film.1 主时间线,5,13,d86adc583d1fb4d8ab3c2066d1dd0f882c665374bcd519e4020a0addb15fe3de,502e56d55625a62da6c5f134988c91b680ccaff10fc70527f584efa4be348e4c
scene0:569e7580618336ee,scene0,scene0,Film.10,Film.10,2,3,569e7580618336eec7374a5670ab15512773a47d88e194b4289f9f604c845f63,845ed68f8f90c6fb0d1c5738ddf537beb7f3316b94f15419d259d3bc75ef2770
scene0:d9261a526d146cf0,scene0,scene0,Film.11,Film.11,6,8,d9261a526d146cf0dce419b2431fb8d49b411c9a847e9634006fc6b8cef70564,31e6c6a6ca03453b6865c0ae8e6d7dc17548a1340683469084107cd31ba7de49
scene0:88bfe76b4ce15c5f,scene0,scene0,Film.12,Film.12,8,15,88bfe76b4ce15c5f01318994ffbe2c08ba542593b36c153af82abe51fa37237b,5730a919b9ee3288ef82d200dbc019ca041b5181d64995e0db9ce34f2a5c23ab
scene0:2ece82d051d48021,scene0,scene0,Film.12 DAY.17(2回目),Film.12 第17天(第二次),1,3,2ece82d051d4802187a88a524b5414c7f584a55926148b25492823aad139fc0d,5d1c700fed9b380e207fec6808f8281985e48778116820471342de176955b95b
scene0:0583e4df68fd9e9b,scene0,scene0,Film.12 MTDAY.??-1,Film.12 MTDAY.??-1,1,1,0583e4df68fd9e9bfe4dc74b97ff5623d298d2dc1925e9dd72cb97ec19154002,9e75486f5cddaf0270d9ede137b9361e61783566a810559f042de89d8606fce4
scene0:d6cd3055c34b2e04,scene0,scene0,Film.12 MTDAY.??-2,Film.12 MTDAY.??-2,1,2,d6cd3055c34b2e04add446e791de93d5630d52bae427685fdbeb74bbda77bb1b,92d71b5c805785e50fb58e2716f3c86ad1973f5da327842f858356ba38469d09
scene0:8f3e0eaee7b59b1b,scene0,scene0,Film.12 MTDAY.??-3,Film.12 MTDAY.??-3,1,2,8f3e0eaee7b59b1bb8e8096bc46814a144b169e7edfb793f69072a8a453849b6,34539e04772bb6c61fa3cb53f1d1901a81159ced4ea3793fa3e1aabf3d89713a
scene0:2dd8e02ad18116a3,scene0,scene0,Film.12 MTDAY.??-4,Film.12 MTDAY.??-4,1,1,2dd8e02ad18116a341909988afc5cc79134112d33b7ae3e643849f068bf087d8,ca2db06e5dcd15b1d5da5d2b8e076ad73315306a698e8c06a4c7ca6384d1a1f4
scene0:6d38d260214f1fd0,scene0,scene0,Film.12 MTDAY.??-5,Film.12 MTDAY.??-5,1,2,6d38d260214f1fd000ec73cf9a29c3684adc1fe414cc1cee946ff65ac2f00350,fa5d9161d669c1865c9f6b4c5f670fc87e2cebad19cbd0d91440a7660b6c265a
scene0:bcb0bcd4c6bee3e0,scene0,scene0,Film.12 MTDAY.??-6,Film.12 MTDAY.??-6,1,2,bcb0bcd4c6bee3e0535cff30aff1c8bfbf8911e77387de0c10dcf864c1ad0a77,e082e817ce0637a6d903a1da2ab22739b1f60b801c2d170ca7ebebd91b48fa4d
scene0:7df49e3db284e37a,scene0,scene0,Film.12 MTDAY.??-7,Film.12 MTDAY.??-7,1,1,7df49e3db284e37ad9a7acefd9499f37711b8b87f5ee5b3a1aa556e4da1da881,02a15ce75949fb5290c18fe871665cc23bd57609d832672f833eadaf101bcebd
scene0:fb8ebf7d191c117f,scene0,scene0,Film.12 MTDAY.??-8,Film.12 MTDAY.??-8,1,1,fb8ebf7d191c117fc95d0833423dd0921e7aafe943e6e34ea67cddb15696ff69,405726219f139ef153a77a3012ca960e0ac402be85f71d1ccb29fca65805bba0
scene0:2b77a193e9431834,scene0,scene0,Film.13,Film.13,2,7,2b77a193e94318345427b3801523587cfb51a18b32e9abab61529e4c62dccf21,411e7dd4944763aec7e9c3207511c4f03e69a5bfe8ea1a0855ff403365b849f8
scene0:18a097f69763298c,scene0,scene0,Film.2,Film.2,24,64,18a097f69763298c749f97984c01b38590e0b758aeef52e255c83da313db640b,271c494ff24d4a2e571e2f60e90b14157480fbae3452a8876741eb6b3059180c
scene0:bf004cea7cf83af5,scene0,scene0,Film.3,Film.3,6,17,bf004cea7cf83af5b46e82da7d2073711a84a76b45f071874a7381ed6fb72669,bcde48aaa37cb5f502245260f126b3a0a229aca648ad6a59829fbeb836705750
scene0:1e75eeff4d056543,scene0,scene0,Film.4,Film.4,16,44,1e75eeff4d056543d5700d32dd4b5f85c588a16d4dba8968da8036091f9c7f34,430ab9372760e67a69db0ed8d38c7ae2231aba4f5a5ee4c555e8d59a5cc609f6
scene0:f706333af31cf901,scene0,scene0,Film.5,Film.5,12,25,f706333af31cf901440ad688eedff8dfaa3c8d132258bf8f15a47b611f2a3fc7,9a16e29555e60ea743d6bce420cfd9f0ffe90756bc43ac82049e751241723179
scene0:2e1209fc8d4214ee,scene0,scene0,Film.6,Film.6,9,19,2e1209fc8d4214eea6b56904b41c5d58d6b6b5ec5518a948d1b51e6f10892c16,7496ffa334940bcee036ed8e871937d2600c3f59d58fe58863936910bac6011b
scene0:50dcfa4c06b78941,scene0,scene0,Film.7,Film.7,6,11,50dcfa4c06b789415c0791a4ab38d9c224be443e8c510cb164f038689f4a89fe,1dfd57f556206c1432a0446a4239a84b605890ec15ca4cd2264fe5b590c74c82
scene0:de73eb8bca2c69e7,scene0,scene0,Film.8,Film.8,4,10,de73eb8bca2c69e71d9cc16cc3bb3dd6af98a6d01a56e5cf5973bbf6aa0a425b,51d72a6716ef8841337d634b47c03994e09f24556857e5ae0ef3895e50edd020
scene0:8b7614afaf000c3c,scene0,scene0,Film.9,Film.9,7,8,8b7614afaf000c3c7c891184b26d6d547f651d1417f2548982e61800d4c4c0fa,676fd73c225156e24af33e40b362e2e8697b5505f3c067db640c8597728ae0c3
scene0:3bf181c6a67c699a,scene0,scene0,サイドストーリー Film.0,サイドストーリー Film.0 30 (紫),30,34,3bf181c6a67c699a1b966f5c492b79ae41724e2c2b53834399223d4f8bcccb37,d19afa5186706d143922028e826617e4c62bdb1919bb49ed5e4423fb576b13a2
scene0:2e38a0a95a126c58,scene0,scene0,サイドストーリー Film.1,サイドストーリー Film.1 38 (桃),38,41,2e38a0a95a126c5873dffeb1555e34323349371a68fec628251cd5a09ec55e9f,99d98b974a5b545173a3d296302d6b19996740a7381b024bc5ce120ea499e670
scene0:44a454a3ebe84e0a,scene0,scene0,サイドストーリー Film.10,サイドストーリー Film.10 3 (紫),3,3,44a454a3ebe84e0a1ddcb362ec6c97a8eac94f168eb26e01ca50dca8f4b8eb8d,de79c0c4ed3f0f83ba4cdb0272ea358934fbf3ef8055178b2641bcad80015273
scene0:319e3c998e2a72e5,scene0,scene0,サイドストーリー Film.11 1 (黄),サイドストーリー Film.11 1 (黄),1,1,319e3c998e2a72e5a9bf3c7553d9f65d4a73741e5e96e29bc6d608f7fa3f17d9,a1da9b6edf16e58bab6efd805e3354fd4cb467ba474f5a51ab2df50fc1e8749e
scene0:bd75f61de3da1ca5,scene0,scene0,サイドストーリー Film.12,サイドストーリー Film.12 3 (赤),3,3,bd75f61de3da1ca5863af2d319edfc3d8554640a3aefa9f63570241da1b9f518,221791920d67ac7731d43e919b16854b352586dcd3242864653d568cf1ee91ba
scene0:8b556b794ea25887,scene0,scene0,サイドストーリー Film.2,サイドストーリー Film.2 26 (紫),27,32,8b556b794ea25887f202f28bd351f0ed1ba11ffba6054c09e85a630a497b7285,89fe885d647485fc57919637f8d31e6c6212c9281214f394bbdc0b0824dd7ca4
scene0:eb60258021ca15a4,scene0,scene0,サイドストーリー Film.3,サイドストーリー Film.3 13 (紫),13,14,eb60258021ca15a46ba7c9b26304936e0c924229eb1b6c326009ed817c2b5a7d,075f8581bdf89823f2b3a3c17743de4bc48de63fe9dcdd4cb3c1fd6ad147191c
scene0:38b55bdb1f739950,scene0,scene0,サイドストーリー Film.4,サイドストーリー Film.4 14 (紫),14,15,38b55bdb1f739950ae470408b35504c0c040841e4ad60e0a651cc8bdbca14f86,38343b1e983e8c7288585522200de67e5062975c89ada382148fc1d649f1749e
scene0:b4faf53f8e3dda7a,scene0,scene0,サイドストーリー Film.5,サイドストーリー Film.5 7 (青),7,8,b4faf53f8e3dda7a24d76c0ec73348089d85de1edbbd805f1a311b8b5e83482b,fcc82ffc2f7f6928bf5b7bcb58b02e9f85cf03c48800359532bac091efab5300
scene0:84a851bd4a15ee94,scene0,scene0,サイドストーリー Film.6,サイドストーリー Film.6 2 (桃),2,2,84a851bd4a15ee94f65da6e8b7e76bad61f7a1705f51f6e8a85b1f5192a53187,83aa7f9d9c05df7414469adb3c527e31986118e43d28b0e26aa28e6bfbb41fcc
scene0:584eb0bd3b6da7bd,scene0,scene0,サイドストーリー Film.7,サイドストーリー Film.7 4 (紫),4,6,584eb0bd3b6da7bd2f671df81e3d759563177e0ee90f81224720b7b35dc4d53c,3d5e44eb01c225d455bf278fb5ffb9d63da186f929831ba3af618bc06ab9fe76
scene0:1a980b2b00b3668f,scene0,scene0,サイドストーリー Film.8,サイドストーリー Film.8 2 (桃),2,3,1a980b2b00b3668f6d26147f371c0193cf1f5f288c3c32fe865e9a78d72ae834,7d84bd514fdfffb349e99b70a35cf3275ea262ce66fa270ab2e9bd86c81f0fd9
another-1:e25c86333292ad16,アナザー【第1部】,支线【第一部】,10章,第10章,2,12,e25c86333292ad169c6b84e464aab7ab5381c438cc1ad2da55ea096157f8a1bb,365fbaef644864ea8bd9131fb63510ddc7c5ca326c312bbfd0e07ea24e54b4e2
another-1:8f4ea3ff928cfa37,アナザー【第1部】,支线【第一部】,2章,第2章,2,4,8f4ea3ff928cfa3717eae38b8adf18135ba3ce8652610b9c015f466e20e044f5,20a9f4cb23f778ea58e5ff81a5cec7d49fa3e513f04db5fd8afe5f8c131cc2af
another-1:96e49548c46adde3,アナザー【第1部】,支线【第一部】,3章,第3章,3,8,96e49548c46adde3323f903e6d36ef5e12705af9e1d5fa5cd55d26ad3cc3ecc4,0921b69b7107196d97a6235d804725ad559999134aa6a2291e5426d71b70cd81
another-1:a4c5fb67903c6f1b,アナザー【第1部】,支线【第一部】,4章,第4章,3,20,a4c5fb67903c6f1b5500215590e27bd3efb4610ac70c72f35bfd42b3b8828b8d,178dd2079ad921fdc46309ed826069858462e4890f7e1d61314afc2019665f45
another-1:894ba56df5b1165b,アナザー【第1部】,支线【第一部】,5章,第5章,3,20,894ba56df5b1165b71c4d8edf5bf3e3d77620f8a30710f7562638c3cbcd7fefb,3bb8b7a63653a738dc4df394a670d7327c1bc6faef07e129dd515d7a28a64d0c
another-1:8d3da0f36403c7c2,アナザー【第1部】,支线【第一部】,6章,第6章,4,13,8d3da0f36403c7c2cc914a4b9f484c57cef5fabd1653f3ade9874aaac2f6c09c,3422cd8fd3f8b5ce285f712e1f49203a64ff2ab1f627218249bfde7c06a6e459
another-1:4d767712be238730,アナザー【第1部】,支线【第一部】,7章,第7章,5,17,4d767712be238730a40cf13100c1151191cc263b2ea5421e160ba68d8eb0846a,55756af713a78faa4fd0b263959080e90767ae0519ecc42d05fabda5f56f7ffe
another-1:8bc75d85ec3de7eb,アナザー【第1部】,支线【第一部】,8章,第8章,4,14,8bc75d85ec3de7ebbbca7110a094eedbaca6ca0b04d2272251eb608bfd8aa1d4,6808d45274020095f089bbb5f6a148081b52a62f2fc2903eca7733ff692caf9f
another-1:0b549b0a2b3b0ddb,アナザー【第1部】,支线【第一部】,9章,第9章,4,18,0b549b0a2b3b0ddb2669c965365888aa9c4378f53f404c61d229ac7c778157d7,376065f7152f917e3d88dddb2562bc45161c40e47f2843b9877f22ee01aae5dd
another-2:5ead8fe7b548bf77,アナザー【第2部】,支线【第二部】,10章,第10章,4,20,5ead8fe7b548bf77e4dfc50d9bd5774265fc7e5097c0b07e725f9ee35d1a8394,8339b0c224fbf11174e04f46a87364ae601e8c59e89833b097de6b0440e44299
another-2:e736819dfb33a16f,アナザー【第2部】,支线【第二部】,11章,第11章,3,23,e736819dfb33a16f29610b862ebb08e58abf2ee0223143864dcf181317804624,d30f993619e9eb22769853bd2c3acfeff137b91b4a2f7313645ce6aa41fd78b5
another-2:861160f7742737c4,アナザー【第2部】,支线【第二部】,1章,第1章,3,11,861160f7742737c4e7324a1abee92cf459614e873339bb971a85a3430d34ff35,b4630679bbeddcd0aea1e42d4e1e025b654b7e3319b2df27b6ddeb386253bfa1
another-2:796bb4f974cfbb89,アナザー【第2部】,支线【第二部】,2章,第2章,3,22,796bb4f974cfbb899236568a694229168fe58b02ce282a3d9df5ffc3a346242f,ccabe795795248de389f8023971c8161bb8c1ac71bc43263b84f5cc48510c5fd
another-2:166073ed0044dbfc,アナザー【第2部】,支线【第二部】,3章,第3章,3,12,166073ed0044dbfc955e4d06beb100df37b04029771b80f60c12e85c4f1d2b0d,0921b69b7107196d97a6235d804725ad559999134aa6a2291e5426d71b70cd81
another-2:ec47aa656146bed8,アナザー【第2部】,支线【第二部】,4章,第4章,4,13,ec47aa656146bed856148318db7427307ea32f9b38b53f9faf0f4b6f17aef30b,0c5e8dc2f0edb1d97453a6ee8b3c66db495fb43b360299bad68edcca79dfc40c
another-2:9e1ae499fb2a4cd6,アナザー【第2部】,支线【第二部】,5章,第5章,3,18,9e1ae499fb2a4cd6bd718d4d981e978c3382e101ed7314d9a860948d4747c5b7,3bb8b7a63653a738dc4df394a670d7327c1bc6faef07e129dd515d7a28a64d0c
another-2:ca647ae830c00762,アナザー【第2部】,支线【第二部】,6章,第6章,4,13,ca647ae830c007620d0c3633ec71a4d260a9fb430c4d8b3958385541b7a368f2,3422cd8fd3f8b5ce285f712e1f49203a64ff2ab1f627218249bfde7c06a6e459
another-2:d75653a2f92b990e,アナザー【第2部】,支线【第二部】,7章,第7章,3,13,d75653a2f92b990ec833dfed7a83524497624c5fbe981a82f19945a0dbe0af24,e7b8f2cee1454e9edb2e88382c379203bf254f3e3ecd8357f8fac513ce1718fb
another-2:a1688f2efe5a53de,アナザー【第2部】,支线【第二部】,8章,第8章,3,20,a1688f2efe5a53de327d8e8c1ce187e2ab2e7e8ba9cde720f0adcc8ab32c8f8a,fc18e8930ebd7f826608130b392aa2bcf276754c74ebe0400af2b37bd9eacfc5
another-2:7610d35025f25301,アナザー【第2部】,支线【第二部】,9章,第9章,3,9,7610d35025f2530190126596b98fa048eeba2e6d9666b0286a038c2fe600eb33,8c263d0cc55235bc123b7ff0f2ceb5e511ee655d1380c3c824d627a47463ea9f
anime-1:278b5319a0933fc1,アニメ【1st】,动画【第一季】,第10話,第10话,1,16,278b5319a0933fc10b7c99f2a119d003656181510f8418d659e32219f1ae1738,2c07d206acff002fbe4bbe0d1d4a7e5a9910add393adb228ca855e0c821637cf
anime-1:ffbf81e9e7f53220,アニメ【1st】,动画【第一季】,第11話,第11话,1,18,ffbf81e9e7f53220584864d18ba937b84900ec255fc54d78107171bada83649e,203655bae49c947c67de896a563df43e328846b11e0d8c1a4546e1a5891cdaae
anime-1:ee224fc0e74b83e7,アニメ【1st】,动画【第一季】,第12話,第12话,1,14,ee224fc0e74b83e7938fd15df3239b456138615c7b6c6c048cfbe33a2cf25406,8f9822a7bca0c0a744ac03b1851697837b3788aa8c480559cb42cc11f1aab791
anime-1:41553ebb247353fe,アニメ【1st】,动画【第一季】,第13話,第13话,1,16,41553ebb247353fe7c03e4d5cb982779480d3e986d965d653e6d5b93765c1d94,7695f969176ceb82b36e902eef26c7559a6f454dba1da1ff83ea82cab8df654a
anime-1:942c9c69d53fee7b,アニメ【1st】,动画【第一季】,第1話,第1话,1,5,942c9c69d53fee7b03f41459d9beafeb1ac35771abd867288648a08f979d1de6,f82b0a8ac441ff67c3bfd2af1cdb2658568c0bb781bbcbbbaf0a8eb86edeec0f
anime-1:548f313011e75004,アニメ【1st】,动画【第一季】,第2話,第2话,1,9,548f313011e7500430c97b7b05889f4b9878dba7a03103038f74ff52dcf6c4c3,bab20bef1c3897e3f1fed86354cd7ffc5bc0db4901e39d3865146d4a21955d96
anime-1:34e20e96f28be9ac,アニメ【1st】,动画【第一季】,第3話,第3话,1,12,34e20e96f28be9ac9e8bad8fff54cf6faa49322869d952b1928989a337d121ff,567df2c5765e7b5da1994d705dff65730add6d9119fc52d666ef7c8aace29862
anime-1:d593292e2f3d3b60,アニメ【1st】,动画【第一季】,第4話,第4话,1,7,d593292e2f3d3b60b967c87e470e86e6c268630a8c00ae496809a5e6b0d574a9,40e2bcf25b10d609979e6f9c7dbac07640b4d6306aa85525f0f0c2ce55655b3d
anime-1:a58e8fcdd7d991ec,アニメ【1st】,动画【第一季】,第5話,第5话,1,13,a58e8fcdd7d991ec19298d4a72ce3142ac58aa7ed7925666e2570b8b2f2e17f1,03890e43652a160eff4168b1a11c7b3d240f4de9dc2d3c4c227850d09a4cb945
anime-1:7fe5ebd51d32ce50,アニメ【1st】,动画【第一季】,第6話,第6话,1,15,7fe5ebd51d32ce50ad26645b37d706df477cc4595dc304443e95a85c3b4089ee,ed1adca734f23d93e9834e1784387bf0a0ef1c3a555dac88ae4f7a717e4f17df
anime-1:945feb08dd0f1ed3,アニメ【1st】,动画【第一季】,第7話,第7话,1,9,945feb08dd0f1ed3ff6369123b0dc30f10fedff0f95543c0e35808deccb7b6d1,82ba3e1c5c2f8d0ee5475eac2faea8051e33d2f833d144e666da46b4774f75a5
anime-1:a69563d46db09cac,アニメ【1st】,动画【第一季】,第8話,第8话,1,23,a69563d46db09cac89eb82661913af7cc7063927bbaba277ec2fcd326250cf8c,79ce6cb37ad804af6477724a8a57cd66db2488e5d824bd43d5d4b9c3543803b5
anime-1:50777c62c14d9a22,アニメ【1st】,动画【第一季】,第9話,第9话,1,12,50777c62c14d9a22928246ba189655bc0a4bf2ec335d4492ec8856907d21f7fc,74221cd9f4f6c8ea3d055e4fdee7986a5fa18818b5cce20472f73d92dd32559f
anime-2:5bb162ce77f4beed,アニメ【2nd】,动画【第二季】,第1話,第1话,1,10,5bb162ce77f4beedc9894fa65e1a00989a5100d8ef53647b14300ca65edf066c,f82b0a8ac441ff67c3bfd2af1cdb2658568c0bb781bbcbbbaf0a8eb86edeec0f
anime-2:e74be941eb631560,アニメ【2nd】,动画【第二季】,第2話,第2话,1,15,e74be941eb6315602bb80bbb812a7eac3608a2b312b93cc89766f2cd15106199,bab20bef1c3897e3f1fed86354cd7ffc5bc0db4901e39d3865146d4a21955d96
anime-2:4e2c3f34c9ddee9f,アニメ【2nd】,动画【第二季】,第3話,第3话,1,16,4e2c3f34c9ddee9f8e597520e60e6d781f7d8fb18a20398e47eb3145ccea88b7,567df2c5765e7b5da1994d705dff65730add6d9119fc52d666ef7c8aace29862
anime-2:2d691ef3d0e3312c,アニメ【2nd】,动画【第二季】,第4話,第4话,1,13,2d691ef3d0e3312c5d48aa6fcb1a1b5b518ca6d6fb8c04937e18147bcf5dcc45,40e2bcf25b10d609979e6f9c7dbac07640b4d6306aa85525f0f0c2ce55655b3d
anime-2:a11b2007b8208f76,アニメ【2nd】,动画【第二季】,第5話,第5话,1,26,a11b2007b8208f762326f805057a4b04c2f35bbf83ba41f55b61c9453a9a537d,03890e43652a160eff4168b1a11c7b3d240f4de9dc2d3c4c227850d09a4cb945
anime-2:40bfabe155944e13,アニメ【2nd】,动画【第二季】,第6話,第6话,1,27,40bfabe155944e13345e0320e4d74bf0700e2dfaa4d6aed48eb54765e5e12329,ed1adca734f23d93e9834e1784387bf0a0ef1c3a555dac88ae4f7a717e4f17df
anime-2:79341000b57b2f2d,アニメ【2nd】,动画【第二季】,第7話,第7话,1,22,79341000b57b2f2d38404de09f6d2ae1c8062f96830307a70051d9cc29bf2abc,82ba3e1c5c2f8d0ee5475eac2faea8051e33d2f833d144e666da46b4774f75a5
anime-2:3eb6cae643363ba8,アニメ【2nd】,动画【第二季】,第8話,第8话,1,35,3eb6cae643363ba88640cfd0e1dc7ec92ebfddf46ef59147c9d6df3d8529c5ca,79ce6cb37ad804af6477724a8a57cd66db2488e5d824bd43d5d4b9c3543803b5
anime-2:1ef7b9a1edf69432,アニメ【2nd】,动画【第二季】,総集編,总集篇,1,1,1ef7b9a1edf6943211b505f23af3a38d385cd359050ea7cfd0d82ec1aea9b180,e32fe50121ab2d488c57127505455b75c52976f263f8cb074f6b44259a98fb8d
anime-final:ba8fbb1fa652c31a,アニメ【Final】,动画【最终季】,第1話,第1话,1,28,ba8fbb1fa652c31a0a2fa8c6d0e8613600074c83a4beee3622095cdbb1cacafd,f82b0a8ac441ff67c3bfd2af1cdb2658568c0bb781bbcbbbaf0a8eb86edeec0f
anime-final:d86a6fbcd5748d75,アニメ【Final】,动画【最终季】,第2話,第2话,1,23,d86a6fbcd5748d75e03a2295c77e1813b20bfa2e89549657de07e6795a9f80f1,bab20bef1c3897e3f1fed86354cd7ffc5bc0db4901e39d3865146d4a21955d96
anime-final:812aeb408dfed757,アニメ【Final】,动画【最终季】,第3話,第3话,1,31,812aeb408dfed7577ca2352146a28ec531b4e4dc64a7a7a9798fa18618c06b37,567df2c5765e7b5da1994d705dff65730add6d9119fc52d666ef7c8aace29862
anime-final:242be964839a461a,アニメ【Final】,动画【最终季】,第4話,第4话,1,59,242be964839a461a17ac174948b3e88e3539e755ebee03509ead371b780dd4d5,40e2bcf25b10d609979e6f9c7dbac07640b4d6306aa85525f0f0c2ce55655b3d
event:e42ee625fc1e6e8d,イベント,活动故事,Agent Magica～マギアレコード×リコリス・リコイル～,Agent Magica～魔法纪录×Lycoris Recoil～,1,1,e42ee625fc1e6e8dfcce63ac11940283f7ccc9f0f11cce8cedc4c757d984a1d5,ce890963b8b10af49f8bf27df30d7fc4875f8520a79629e01a5587e8e54108ef
event:dbeace8d8759a12f,イベント,活动故事,Angels on the Road ～トナカイサンタ繁盛記～,Angels on the Road～驯鹿圣诞老人兴隆记～,1,1,dbeace8d8759a12fad7a21730284d3a3d7364a029c827335c0ac3bd78c7437bc,1b49c7f80faa81c073b7dc2b779ba637d8d96d66cf5760aa67a55689f9cf56a7
event:0691afe38d452d1f,イベント,活动故事,Angels on the Road ～トナカイサンタ繁盛記～ Route Green,Angels on the Road～驯鹿圣诞老人兴隆记～ Route Green,23,58,0691afe38d452d1f74c4f20b8e641a26b5687faff05f651d102148ceb4fe4aed,bc45592c20b383079250e8e51fa36fad8a77d12a936b6eb2f5b090e9ddcd5d89
event:247396c3802cf453,イベント,活动故事,Angels on the Road ～トナカイサンタ繁盛記～ Route Red,Angels on the Road～驯鹿圣诞老人兴隆记～ Route Red,17,26,247396c3802cf453817445148788a79852760b43245ee477fd3ff33998c78021,b35b177fdeabe4f2031d9474797535fefeaaed211855732ed74295071dfd791a
event:1b910d3c9f891977,イベント,活动故事,Angels on the Road ～トナカイサンタ繁盛記～ Route White,Angels on the Road～驯鹿圣诞老人兴隆记～ Route White,13,23,1b910d3c9f891977a817f77ba76b814ec1d1494ef23451ea420afa827e940a89,a7046dadddd9e62bb4d8a8e1cbf0949caa8114488a1ae61aa4ac15fa21b5ab35
event:ae0499af3cef52b7,イベント,活动故事,Another Daze ～魔法少女かずみ☆マギカ～,Another Daze～魔法少女和美～,18,38,ae0499af3cef52b7befc237376159328b5c8e04209fb1206fd7ef709219e38af,4240cd20069997f325e3b8c4371fe1f9db5ef9ca53348a1fda25412e947d65ea
event:56654d546e21f873,イベント,活动故事,Bittersweet AI Memory,Bittersweet AI Memory,21,45,56654d546e21f873170f752644dfc4a83ec80b040f991e2b03db22c08c522e94,2888077a38e92b0a9950225f5fed21f26a5d4f99d94100ce4c6db6bcecdbe7d8
event:6c55a2a6e07aa339,イベント,活动故事,Christmas String ～指を結んだあの日～,Christmas String～指尖相连的那一天～,21,32,6c55a2a6e07aa33988450220c1d6a11692f9bc96a9eb4df2af684c04ba2c8b55,ff0e4adfd9c79c7e2cc9df83928929e951e0179dbb709f6808f4daf14d1e5e72
event:427752d5e3111369,イベント,活动故事,Crimson Resolve〜深紅の決断〜,Crimson Resolve〜深紅の決断〜 プロローグ,1,3,427752d5e31113695e9f824688a8d2de91524734cd6f075e434eef526475e82f,27a179a3fa502f4bdfb65425d06a57c3ab1d4281735ee603710b5f0b85a2691f
event:545abd696bd2e97b,イベント,活动故事,Crimson Resolve〜深紅の決断〜 アオ編,Crimson Resolve〜深紅の決断〜 アオ編,14,34,545abd696bd2e97b02738dc57d53710f9a8e0bab36885de570ecb9015f956253,986aeae9cb8cfb2e4e30a8d943cdc292d20452ad4c0bd8af7417adbdcc1ab5dc
event:527b5d2c23357f4d,イベント,活动故事,Crimson Resolve〜深紅の決断〜 全体編,Crimson Resolve〜深紅の決断〜 全体編,12,36,527b5d2c23357f4d95cf58f52a20cfc9fff6a2a996836b7aa5c0352003030380,f55ddedc275b9da2701f5456b6e2be8109b9c4e156ecaf945ea654da22621a20
event:272b2d28bdc0f755,イベント,活动故事,Crimson Resolve〜深紅の決断〜 樹里編,Crimson Resolve〜深紅の決断〜 樹里編,12,29,272b2d28bdc0f755e09aee76c43267adec33d1636714b35096190184c2b38352,7c5a5b07c9fdcf8272f9d026b9556b6cfd0b2e7f28b8031d83ffa82460723699
event:4531738c1293bba1,イベント,活动故事,Crimson Resolve〜深紅の決断〜 結菜・樹里編,Crimson Resolve〜深紅の決断〜 結菜・樹里編,7,21,4531738c1293bba143e6d86538ee878a319bbb4381ea561b1c84bd32f9a361a2,92fbf1e09acbf35625f9970840318a06a1c21eb0e9eefa71a44297d296601430
event:551b1b21b92baaa2,イベント,活动故事,Crimson Resolve〜深紅の決断〜 結菜編,Crimson Resolve〜深紅の決断〜 結菜編,15,26,551b1b21b92baaa26da25458dcada85f9e674a2d36956a349a67ea41845ae642,51790fdf1aa8489f602c2c26ee376a210b1114a8f1212634f62fed449ec8bd69
event:25fa4c7e171d9bbf,イベント,活动故事,FM神浜,FM神滨,23,25,25fa4c7e171d9bbf80b04e9174c805f35062d432d1f8234f194dd26912b0449c,e099268a0e8e90aba6df2f512ab0d3703eb602a4ff3c672589cf347fa0c8b0c2
event:e44cd69580e58f7a,イベント,活动故事,Homecoming ～佐倉杏子の３日間～,Homecoming ～佐倉杏子の３日間～,21,53,e44cd69580e58f7a74cc4476598ce8b5901139cc1f25e27224e75f5f6b2b3677,88438c716086db596149be98c2033310147f878027cfa3b7fa302f11500db743
event:af8e78a08e185d7f,イベント,活动故事,Last Bird's Hope,Last Bird's Hope,1,1,af8e78a08e185d7ff25e91404c8776a5762d713a16c4a0a1b80027c2ec1e0dc3,bfa3628c16fc492f7730a87110ae2989ec7640e4ab00ed5face158cb554d5fa1
event:60656d5579a49385,イベント,活动故事,Little Bird's Star,Little Bird's Star,21,46,60656d5579a493858a0ff075f411d71fa3ef8896fc901d04b83b1f226f3666cc,5ba6239d892b7eccd129c171d3d259077b85deb62644204fe87bdf696aba7618
